# Export File Created with QBlade CE v2.0.9_beta windows on 12.09.2025 at 14:14:58
[Simulation_12: NREL_MIT_5MW_TLP]
Time [s]	NP Wave Elevation [m]
2.3915553e+00	-1.6148632e+00
2.4190445e+00	-1.5937358e+00
2.4465337e+00	-1.5721132e+00
2.4740229e+00	-1.5499762e+00
2.5015118e+00	-1.5273042e+00
2.5290010e+00	-1.5040759e+00
2.5564902e+00	-1.4802754e+00
2.5839794e+00	-1.4558839e+00
2.6114686e+00	-1.4308878e+00
2.6389575e+00	-1.4052684e+00
2.6664467e+00	-1.3790200e+00
2.6939359e+00	-1.3521421e+00
2.7214251e+00	-1.3246474e+00
2.7489142e+00	-1.2965624e+00
2.7764034e+00	-1.2679201e+00
2.8038924e+00	-1.2387549e+00
2.8313816e+00	-1.2090963e+00
2.8588707e+00	-1.1789678e+00
2.8863599e+00	-1.1483867e+00
2.9138491e+00	-1.1173762e+00
2.9413381e+00	-1.0859687e+00
2.9688272e+00	-1.0542059e+00
2.9963164e+00	-1.0221444e+00
3.0238056e+00	-9.8983395e-01
3.0512948e+00	-9.5732111e-01
3.0787840e+00	-9.2464191e-01
3.1062729e+00	-8.9182353e-01
3.1337621e+00	-8.5888267e-01
3.1612513e+00	-8.2582951e-01
3.1887405e+00	-7.9266602e-01
3.2162297e+00	-7.5939250e-01
3.2437186e+00	-7.2601020e-01
3.2712078e+00	-6.9252801e-01
3.2986970e+00	-6.5895993e-01
3.3261862e+00	-6.2532490e-01
3.3536754e+00	-5.9163910e-01
3.3811646e+00	-5.5790776e-01
3.4086535e+00	-5.2411789e-01
3.4361427e+00	-4.9022999e-01
