# Export File Created with QBlade CE v2.0.9_beta windows on 12.09.2025 at 14:14:37
[Simulation_12: NREL_MIT_5MW_TLP]
Time [s]	NP Pitch Y_l [deg]
4.8105998e+00	1.8999001e-01
4.8380890e+00	1.7111732e-01
4.8655782e+00	1.4862660e-01
4.8930674e+00	1.2261229e-01
4.9205565e+00	9.3255334e-02
4.9480457e+00	6.0841199e-02
4.9755344e+00	2.5781596e-02
5.0030236e+00	-1.1385240e-02
5.0305128e+00	-5.0038304e-02
5.0580020e+00	-8.9550756e-02
5.0854912e+00	-1.2935393e-01
5.1129804e+00	-1.6894655e-01
5.1404696e+00	-2.0785473e-01
5.1679587e+00	-2.4558908e-01
5.1954479e+00	-2.8163838e-01
5.2229371e+00	-3.1549543e-01
5.2504263e+00	-3.4668535e-01
5.2779150e+00	-3.7477839e-01
5.3054042e+00	-3.9938879e-01
5.3328934e+00	-4.2017126e-01
5.3603826e+00	-4.3682870e-01
5.3878717e+00	-4.4914135e-01
5.4153609e+00	-4.5700619e-01
5.4428501e+00	-4.6045181e-01
5.4703393e+00	-4.5960075e-01
5.4978285e+00	-4.5459461e-01
5.5253177e+00	-4.4553477e-01
5.5528069e+00	-4.3248495e-01
5.5802956e+00	-4.1553372e-01
5.6077847e+00	-3.9487210e-01
5.6352739e+00	-3.7084341e-01
5.6627631e+00	-3.4395134e-01
5.6902523e+00	-3.1484023e-01
5.7177415e+00	-2.8425214e-01
5.7452307e+00	-2.5294909e-01
5.7727199e+00	-2.2160038e-01
5.8002090e+00	-1.9068442e-01
5.8276982e+00	-1.6047251e-01
5.8551874e+00	-1.3111399e-01
5.8826761e+00	-1.0276541e-01
5.9101653e+00	-7.5678952e-02
5.9376545e+00	-5.0207794e-02
5.9651437e+00	-2.6752301e-02
5.9926329e+00	-5.6994134e-03
6.0201221e+00	1.2614191e-02
6.0476112e+00	2.7923977e-02
6.0751004e+00	4.0066238e-02
6.1025896e+00	4.9017705e-02
6.1300788e+00	5.4925796e-02
6.1575680e+00	5.8099989e-02
6.1850567e+00	5.8951981e-02
6.2125459e+00	5.7911728e-02
6.2400351e+00	5.5372413e-02
6.2675242e+00	5.1692914e-02
6.2950134e+00	4.7232024e-02
6.3225026e+00	4.2366344e-02
6.3499918e+00	3.7473083e-02
6.3774810e+00	3.2899205e-02
6.4049702e+00	2.8946793e-02
6.4324594e+00	2.5885016e-02
6.4599485e+00	2.3977011e-02
6.4874372e+00	2.3497446e-02
6.5149264e+00	2.4720136e-02
6.5424156e+00	2.7877567e-02
6.5699048e+00	3.3119779e-02
6.5973940e+00	4.0500540e-02
6.6248832e+00	4.9994435e-02
6.6523724e+00	6.1527550e-02
6.6798615e+00	7.4999034e-02
6.7073507e+00	9.0275638e-02
6.7348399e+00	1.0715907e-01
6.7623291e+00	1.2535281e-01
6.7898178e+00	1.4446054e-01
6.8173070e+00	1.6402075e-01
6.8447962e+00	1.8355347e-01
6.8722854e+00	2.0259544e-01
6.8997746e+00	2.2071846e-01
6.9272637e+00	2.3753151e-01
6.9547529e+00	2.5266564e-01
6.9822421e+00	2.6574960e-01
7.0097313e+00	2.7639872e-01
7.0372205e+00	2.8423068e-01
7.0647097e+00	2.8889608e-01
7.0921984e+00	2.9010168e-01
7.1196876e+00	2.8762376e-01
7.1471767e+00	2.8132889e-01
7.1746659e+00	2.7120259e-01
7.2021551e+00	2.5736347e-01
7.2296443e+00	2.4004070e-01
7.2571335e+00	2.1952479e-01
7.2846227e+00	1.9612284e-01
7.3121119e+00	1.7014073e-01
7.3396010e+00	1.4189246e-01
7.3670902e+00	1.1172209e-01
7.3945789e+00	8.0023319e-02
7.4220681e+00	4.7244113e-02
7.4495573e+00	1.3870280e-02
7.4770465e+00	-1.9607596e-02
7.5045357e+00	-5.2725680e-02
7.5320249e+00	-8.5058324e-02
7.5595140e+00	-1.1620796e-01
7.5870032e+00	-1.4579096e-01
7.6144924e+00	-1.7343827e-01
7.6419816e+00	-1.9881250e-01
7.6694708e+00	-2.2162910e-01
7.6969595e+00	-2.4166963e-01
7.7244487e+00	-2.5878480e-01
7.7519379e+00	-2.7289051e-01
7.7794271e+00	-2.8396052e-01
7.8069162e+00	-2.9202086e-01
7.8344054e+00	-2.9714856e-01
7.8618946e+00	-2.9947627e-01
7.8893838e+00	-2.9919526e-01
7.9168730e+00	-2.9654992e-01
7.9443622e+00	-2.9182175e-01
7.9718513e+00	-2.8530967e-01
7.9993401e+00	-2.7731666e-01
8.0268297e+00	-2.6814938e-01
8.0543184e+00	-2.5812587e-01
8.0818081e+00	-2.4757953e-01
8.1092968e+00	-2.3685111e-01
8.1367855e+00	-2.2627433e-01
8.1642752e+00	-2.1616672e-01
8.1917639e+00	-2.0682834e-01
8.2192535e+00	-1.9853854e-01
8.2467422e+00	-1.9153993e-01
8.2742319e+00	-1.8601142e-01
8.3017206e+00	-1.8204460e-01
8.3292103e+00	-1.7963675e-01
8.3566990e+00	-1.7870320e-01
8.3841887e+00	-1.7910001e-01
8.4116774e+00	-1.8064696e-01
8.4391661e+00	-1.8314652e-01
8.4666557e+00	-1.8640010e-01
8.4941444e+00	-1.9022161e-01
8.5216341e+00	-1.9444229e-01
8.5491228e+00	-1.9889879e-01
8.5766125e+00	-2.0340364e-01
8.6041012e+00	-2.0771091e-01
8.6315908e+00	-2.1149810e-01
8.6590796e+00	-2.1437959e-01
8.6865692e+00	-2.1595019e-01
8.7140579e+00	-2.1583849e-01
8.7415466e+00	-2.1374594e-01
8.7690363e+00	-2.0945884e-01
8.7965250e+00	-2.0283790e-01
8.8240147e+00	-1.9380033e-01
8.8515034e+00	-1.8230574e-01
8.8789930e+00	-1.6834623e-01
8.9064817e+00	-1.5193640e-01
8.9339714e+00	-1.3310391e-01
8.9614601e+00	-1.1188953e-01
8.9889498e+00	-8.8366255e-02
9.0164385e+00	-6.2673695e-02
9.0439272e+00	-3.5048287e-02
9.0714169e+00	-5.8275866e-03
9.0989056e+00	2.4578417e-02
9.1263952e+00	5.5735383e-02
9.1538839e+00	8.7229162e-02
9.1813736e+00	1.1869092e-01
9.2088623e+00	1.4980192e-01
9.2363520e+00	1.8028647e-01
9.2638407e+00	2.0989950e-01
9.2913303e+00	2.3840751e-01
9.3188190e+00	2.6555908e-01
9.3463078e+00	2.9105249e-01
9.3737974e+00	3.1451982e-01
9.4012861e+00	3.3554733e-01
9.4287758e+00	3.5373083e-01
9.4562645e+00	3.6874542e-01
9.4837542e+00	3.8040102e-01
9.5112429e+00	3.8866687e-01
9.5387325e+00	3.9366376e-01
9.5662212e+00	3.9563045e-01
9.5937109e+00	3.9487341e-01
9.6211996e+00	3.9170900e-01
9.6486883e+00	3.8640893e-01
9.6761780e+00	3.7916628e-01
9.7036667e+00	3.7009805e-01
9.7311563e+00	3.5928753e-01
9.7586451e+00	3.4684557e-01
9.7861347e+00	3.3296114e-01
9.8136234e+00	3.1791961e-01
9.8411131e+00	3.0208811e-01
9.8686018e+00	2.8587812e-01
9.8960915e+00	2.6969895e-01
9.9235802e+00	2.5391433e-01
9.9510689e+00	2.3881255e-01
9.9785585e+00	2.2459273e-01
1.0006047e+01	2.1136512e-01
1.0033537e+01	1.9916362e-01
1.0061026e+01	1.8797058e-01
1.0088515e+01	1.7774680e-01
1.0116004e+01	1.6845511e-01
1.0143494e+01	1.6006790e-01
1.0170982e+01	1.5255915e-01
1.0198472e+01	1.4588943e-01
1.0225961e+01	1.3999131e-01
1.0253449e+01	1.3475733e-01
1.0280939e+01	1.3002971e-01
1.0308428e+01	1.2559557e-01
1.0335917e+01	1.2119497e-01
1.0363406e+01	1.1654522e-01
1.0390896e+01	1.1137217e-01
1.0418385e+01	1.0543349e-01
1.0445874e+01	9.8526940e-02
1.0473363e+01	9.0489112e-02
1.0500853e+01	8.1194259e-02
1.0528341e+01	7.0554160e-02
1.0555830e+01	5.8513504e-02
1.0583320e+01	4.5037761e-02
1.0610808e+01	3.0099690e-02
1.0638298e+01	1.3674250e-02
1.0665787e+01	-4.2544347e-03
1.0693276e+01	-2.3678046e-02
1.0720765e+01	-4.4547770e-02
1.0748255e+01	-6.6761315e-02
1.0775743e+01	-9.0155572e-02
1.0803233e+01	-1.1450671e-01
1.0830722e+01	-1.3953930e-01
1.0858211e+01	-1.6494408e-01
1.0885700e+01	-1.9040067e-01
1.0913189e+01	-2.1559846e-01
1.0940679e+01	-2.4024940e-01
1.0968167e+01	-2.6409063e-01
1.0995657e+01	-2.8687945e-01
1.1023146e+01	-3.0838475e-01
1.1050635e+01	-3.2837886e-01
1.1078124e+01	-3.4663263e-01
1.1105614e+01	-3.6291727e-01
1.1133102e+01	-3.7701425e-01
1.1160591e+01	-3.8873273e-01
1.1188081e+01	-3.9792839e-01
1.1215569e+01	-4.0451601e-01
1.1243059e+01	-4.0847072e-01
1.1270548e+01	-4.0981811e-01
1.1298038e+01	-4.0861902e-01
1.1325526e+01	-4.0495589e-01
1.1353016e+01	-3.9892545e-01
1.1380505e+01	-3.9063764e-01
1.1407994e+01	-3.8021952e-01
1.1435483e+01	-3.6782199e-01
1.1462972e+01	-3.5362712e-01
1.1490461e+01	-3.3785161e-01
1.1517950e+01	-3.2074359e-01
1.1545440e+01	-3.0257142e-01
1.1572928e+01	-2.8360716e-01
1.1600418e+01	-2.6411009e-01
1.1627907e+01	-2.4431410e-01
1.1655396e+01	-2.2442275e-01
1.1682885e+01	-2.0461093e-01
1.1710375e+01	-1.8503122e-01
1.1737864e+01	-1.6582155e-01
1.1765352e+01	-1.4711063e-01
1.1792842e+01	-1.2901926e-01
1.1820331e+01	-1.1165558e-01
1.1847820e+01	-9.5105447e-02
1.1875309e+01	-7.9420477e-02
1.1902799e+01	-6.4608321e-02
1.1930287e+01	-5.0629344e-02
1.1957777e+01	-3.7401378e-02
1.1985266e+01	-2.4810869e-02
1.2012755e+01	-1.2726450e-02
1.2040244e+01	-1.0106231e-03
1.2067733e+01	1.0472847e-02
1.2095222e+01	2.1855986e-02
1.2122711e+01	3.3266749e-02
1.2150201e+01	4.4830516e-02
1.2177690e+01	5.6671347e-02
1.2205179e+01	6.8911828e-02
1.2232668e+01	8.1670754e-02
1.2260158e+01	9.5058486e-02
1.2287646e+01	1.0917051e-01
1.2315136e+01	1.2408040e-01
1.2342625e+01	1.3983320e-01
1.2370113e+01	1.5644027e-01
1.2397603e+01	1.7387672e-01
1.2425092e+01	1.9208167e-01
1.2452581e+01	2.1096180e-01
1.2480070e+01	2.3039652e-01
1.2507560e+01	2.5024438e-01
1.2535048e+01	2.7034816e-01
1.2562538e+01	2.9053870e-01
1.2590027e+01	3.1063613e-01
1.2617517e+01	3.3044976e-01
1.2645005e+01	3.4977683e-01
1.2672494e+01	3.6840296e-01
1.2699984e+01	3.8610435e-01
1.2727472e+01	4.0265396e-01
1.2754962e+01	4.1782957e-01
1.2782451e+01	4.3142366e-01
1.2809940e+01	4.4325218e-01
1.2837429e+01	4.5316106e-01
1.2864919e+01	4.6102944e-01
1.2892407e+01	4.6676850e-01
1.2919897e+01	4.7031814e-01
1.2947386e+01	4.7164229e-01
1.2974874e+01	4.7072569e-01
1.3002364e+01	4.6757272e-01
1.3029853e+01	4.6220872e-01
1.3057343e+01	4.5468339e-01
1.3084831e+01	4.4507378e-01
1.3112321e+01	4.3348613e-01
1.3139810e+01	4.2005512e-01
1.3167299e+01	4.0494040e-01
1.3194788e+01	3.8832104e-01
1.3222278e+01	3.7038922e-01
1.3249766e+01	3.5134414e-01
1.3277255e+01	3.3138698e-01
1.3304745e+01	3.1071845e-01
1.3332233e+01	2.8953654e-01
1.3359723e+01	2.6803574e-01
1.3387212e+01	2.4640468e-01
1.3414701e+01	2.2482307e-01
1.3442190e+01	2.0345740e-01
1.3469680e+01	1.8245566e-01
1.3497169e+01	1.6194278e-01
1.3524658e+01	1.4201769e-01
1.3552147e+01	1.2275265e-01
1.3579636e+01	1.0419528e-01
1.3607125e+01	8.6372241e-02
1.3634614e+01	6.9293357e-02
1.3662104e+01	5.2954726e-02
1.3689592e+01	3.7340071e-02
1.3717082e+01	2.2419853e-02
1.3744571e+01	8.1490446e-03
1.3772060e+01	-5.5351709e-03
1.3799549e+01	-1.8714210e-02
1.3827039e+01	-3.1486183e-02
1.3854527e+01	-4.3960921e-02
1.3882016e+01	-5.6252498e-02
1.3909506e+01	-6.8470798e-02
1.3936995e+01	-8.0713749e-02
1.3964484e+01	-9.3061842e-02
1.3991973e+01	-1.0557574e-01
1.4019463e+01	-1.1829659e-01
1.4046951e+01	-1.3124816e-01
1.4074441e+01	-1.4443937e-01
1.4101930e+01	-1.5786615e-01
1.4129419e+01	-1.7151187e-01
1.4156908e+01	-1.8534645e-01
1.4184397e+01	-1.9932421e-01
1.4211886e+01	-2.1338153e-01
1.4239375e+01	-2.2743478e-01
1.4266865e+01	-2.4137960e-01
1.4294353e+01	-2.5509176e-01
1.4321843e+01	-2.6842982e-01
1.4349332e+01	-2.8123978e-01
1.4376822e+01	-2.9336041e-01
1.4404310e+01	-3.0462912e-01
1.4431800e+01	-3.1488749e-01
1.4459289e+01	-3.2398510e-01
1.4486777e+01	-3.3178189e-01
1.4514267e+01	-3.3814937e-01
1.4541756e+01	-3.4297076e-01
1.4569245e+01	-3.4614146e-01
1.4596734e+01	-3.4757051e-01
1.4624224e+01	-3.4718254e-01
1.4651712e+01	-3.4492084e-01
1.4679202e+01	-3.4075049e-01
1.4706691e+01	-3.3466107e-01
1.4734180e+01	-3.2666853e-01
1.4761669e+01	-3.1681532e-01
1.4789158e+01	-3.0516919e-01
1.4816648e+01	-2.9182115e-01
1.4844136e+01	-2.7688250e-01
1.4871626e+01	-2.6048216e-01
1.4899115e+01	-2.4276413e-01
1.4926604e+01	-2.2388528e-01
1.4954093e+01	-2.0401281e-01
1.4981583e+01	-1.8332195e-01
1.5009071e+01	-1.6199274e-01
1.5036561e+01	-1.4020690e-01
1.5064050e+01	-1.1814432e-01
1.5091538e+01	-9.5979653e-02
1.5119028e+01	-7.3879264e-02
1.5146517e+01	-5.1998362e-02
1.5174006e+01	-3.0478785e-02
1.5201495e+01	-9.4470121e-03
1.5228985e+01	1.0987430e-02
1.5256474e+01	3.0733377e-02
1.5283963e+01	4.9719192e-02
1.5311452e+01	6.7893565e-02
1.5338942e+01	8.5225709e-02
1.5366430e+01	1.0170493e-01
1.5393919e+01	1.1733941e-01
1.5421409e+01	1.3215449e-01
1.5448897e+01	1.4619040e-01
1.5476387e+01	1.5949996e-01
1.5503876e+01	1.7214607e-01
1.5531365e+01	1.8419923e-01
1.5558854e+01	1.9573551e-01
1.5586344e+01	2.0683406e-01
1.5613832e+01	2.1757491e-01
1.5641322e+01	2.2803654e-01
1.5668811e+01	2.3829329e-01
1.5696300e+01	2.4841277e-01
1.5723789e+01	2.5845352e-01
1.5751278e+01	2.6846272e-01
1.5778768e+01	2.7847478e-01
1.5806256e+01	2.8851020e-01
1.5833746e+01	2.9857525e-01
1.5861235e+01	3.0866176e-01
1.5888724e+01	3.1874728e-01
1.5916213e+01	3.2879558e-01
1.5943703e+01	3.3875689e-01
1.5971191e+01	3.4856859e-01
1.5998680e+01	3.5815609e-01
1.6026169e+01	3.6743423e-01
1.6053659e+01	3.7630901e-01
1.6081148e+01	3.8467973e-01
1.6108637e+01	3.9244166e-01
1.6136126e+01	3.9948842e-01
1.6163616e+01	4.0571457e-01
1.6191105e+01	4.1101766e-01
1.6218594e+01	4.1530004e-01
1.6246082e+01	4.1847071e-01
1.6273571e+01	4.2044660e-01
1.6301062e+01	4.2115435e-01
1.6328550e+01	4.2053217e-01
1.6356039e+01	4.1853148e-01
1.6383528e+01	4.1511893e-01
1.6411018e+01	4.1027784e-01
1.6438507e+01	4.0400937e-01
1.6465996e+01	3.9633268e-01
1.6493484e+01	3.8728508e-01
1.6520975e+01	3.7692091e-01
1.6548464e+01	3.6531046e-01
1.6575953e+01	3.5253847e-01
1.6603441e+01	3.3870256e-01
1.6630930e+01	3.2391199e-01
1.6658421e+01	3.0828577e-01
1.6685909e+01	2.9195133e-01
1.6713398e+01	2.7504280e-01
1.6740887e+01	2.5769883e-01
1.6768377e+01	2.4006045e-01
1.6795866e+01	2.2226836e-01
1.6823355e+01	2.0446046e-01
1.6850843e+01	1.8676911e-01
1.6878332e+01	1.6931883e-01
1.6905823e+01	1.5222423e-01
1.6933311e+01	1.3558830e-01
1.6960800e+01	1.1950122e-01
1.6988289e+01	1.0403945e-01
1.7015779e+01	8.9265123e-02
1.7043268e+01	7.5225636e-02
1.7070757e+01	6.1953463e-02
1.7098246e+01	4.9466152e-02
1.7125736e+01	3.7766512e-02
1.7153225e+01	2.6843119e-02
1.7180714e+01	1.6671082e-02
1.7208202e+01	7.2132074e-03
1.7235691e+01	-1.5785521e-03
1.7263182e+01	-9.7612850e-03
1.7290670e+01	-1.7399093e-02
1.7318159e+01	-2.4560910e-02
1.7345648e+01	-3.1318281e-02
1.7373138e+01	-3.7743203e-02
1.7400627e+01	-4.3906074e-02
1.7428116e+01	-4.9873803e-02
1.7455605e+01	-5.5708054e-02
1.7483093e+01	-6.1463639e-02
1.7510584e+01	-6.7187071e-02
1.7538073e+01	-7.2915301e-02
1.7565561e+01	-7.8674600e-02
1.7593050e+01	-8.4479734e-02
1.7620541e+01	-9.0333320e-02
1.7648029e+01	-9.6225508e-02
1.7675518e+01	-1.0213403e-01
1.7703007e+01	-1.0802457e-01
1.7730497e+01	-1.1385152e-01
1.7757986e+01	-1.1955890e-01
1.7785475e+01	-1.2508173e-01
1.7812963e+01	-1.3034749e-01
1.7840452e+01	-1.3527770e-01
1.7867943e+01	-1.3978982e-01
1.7895432e+01	-1.4379916e-01
1.7922920e+01	-1.4722098e-01
1.7950409e+01	-1.4997250e-01
1.7977900e+01	-1.5197498e-01
1.8005388e+01	-1.5315571e-01
1.8032877e+01	-1.5344979e-01
1.8060366e+01	-1.5280181e-01
1.8087854e+01	-1.5116736e-01
1.8115345e+01	-1.4851435e-01
1.8142834e+01	-1.4482398e-01
1.8170322e+01	-1.4009151e-01
1.8197811e+01	-1.3432656e-01
1.8225302e+01	-1.2755305e-01
1.8252790e+01	-1.1980899e-01
1.8280279e+01	-1.1114570e-01
1.8307768e+01	-1.0162712e-01
1.8335258e+01	-9.1328621e-02
1.8362747e+01	-8.0335803e-02
1.8390236e+01	-6.8742990e-02
1.8417725e+01	-5.6651529e-02
1.8445213e+01	-4.4168040e-02
1.8472704e+01	-3.1402536e-02
1.8500193e+01	-1.8466493e-02
1.8527681e+01	-5.4708757e-03
1.8555170e+01	7.4757664e-03
1.8582661e+01	2.0269061e-02
1.8610149e+01	3.2810442e-02
1.8637638e+01	4.5008574e-02
1.8665127e+01	5.6780618e-02
1.8692616e+01	6.8053275e-02
1.8720106e+01	7.8763694e-02
1.8747595e+01	8.8860117e-02
1.8775084e+01	9.8302439e-02
1.8802572e+01	1.0706250e-01
1.8830063e+01	1.1512424e-01
1.8857552e+01	1.2248351e-01
1.8885040e+01	1.2914775e-01
1.8912529e+01	1.3513523e-01
1.8940020e+01	1.4047407e-01
1.8967508e+01	1.4520097e-01
1.8994997e+01	1.4935991e-01
1.9022486e+01	1.5300071e-01
1.9049974e+01	1.5617757e-01
1.9077465e+01	1.5894751e-01
1.9104954e+01	1.6136920e-01
1.9132442e+01	1.6350147e-01
1.9159931e+01	1.6540189e-01
1.9187422e+01	1.6712551e-01
1.9214911e+01	1.6872349e-01
1.9242399e+01	1.7024182e-01
1.9269888e+01	1.7172018e-01
1.9297377e+01	1.7319091e-01
1.9324867e+01	1.7467830e-01
1.9352356e+01	1.7619808e-01
1.9379845e+01	1.7775717e-01
1.9407333e+01	1.7935362e-01
1.9434824e+01	1.8097690e-01
1.9462313e+01	1.8260816e-01
1.9489801e+01	1.8422095e-01
1.9517290e+01	1.8578170e-01
1.9544781e+01	1.8725069e-01
1.9572269e+01	1.8858294e-01
1.9599758e+01	1.8972938e-01
1.9627247e+01	1.9063808e-01
1.9654736e+01	1.9125555e-01
1.9682226e+01	1.9152829e-01
1.9709715e+01	1.9140415e-01
1.9737204e+01	1.9083373e-01
1.9764692e+01	1.8977177e-01
1.9792183e+01	1.8817836e-01
1.9819672e+01	1.8601997e-01
1.9847160e+01	1.8327053e-01
1.9874649e+01	1.7991221e-01
1.9902138e+01	1.7593610e-01
1.9929628e+01	1.7134269e-01
1.9957117e+01	1.6614221e-01
1.9984606e+01	1.6035472e-01
2.0012094e+01	1.5401003e-01
2.0039585e+01	1.4714727e-01
2.0067074e+01	1.3981451e-01
2.0094563e+01	1.3206780e-01
2.0122051e+01	1.2397039e-01
2.0149542e+01	1.1559147e-01
2.0177031e+01	1.0700511e-01
2.0204519e+01	9.8288938e-02
2.0232008e+01	8.9522719e-02
2.0259497e+01	8.0787040e-02
2.0286987e+01	7.2161846e-02
2.0314476e+01	6.3725084e-02
2.0341965e+01	5.5551231e-02
2.0369453e+01	4.7710069e-02
2.0396944e+01	4.0265456e-02
2.0424433e+01	3.3274252e-02
2.0451921e+01	2.6785407e-02
2.0479410e+01	2.0839171e-02
2.0506899e+01	1.5466541e-02
2.0534389e+01	1.0688897e-02
2.0561878e+01	6.5178890e-03
2.0589367e+01	2.9555296e-03
2.0616856e+01	-5.4779293e-06
