# Export File Created with QBlade CE v2.0.9_beta windows on 07.09.2025 at 08:26:12
[Conditions_01: NREL_MIT_5MW_TLP]
Time [s]	NP Wave Elevation [m]
7.8618946e+00	4.7182512e-01
7.8893838e+00	4.6556956e-01
7.9168730e+00	4.5916039e-01
7.9443622e+00	4.5259711e-01
7.9718513e+00	4.4587934e-01
7.9993401e+00	4.3900570e-01
8.0268297e+00	4.3197790e-01
8.0543184e+00	4.2479596e-01
8.0818081e+00	4.1746044e-01
8.1092968e+00	4.0997323e-01
8.1367855e+00	4.0233466e-01
8.1642752e+00	3.9454708e-01
8.1917639e+00	3.8661408e-01
8.2192535e+00	3.7853649e-01
8.2467422e+00	3.7031776e-01
8.2742319e+00	3.6196071e-01
8.3017206e+00	3.5346997e-01
8.3292103e+00	3.4484917e-01
8.3566990e+00	3.3610207e-01
8.3841887e+00	3.2723355e-01
8.4116774e+00	3.1824824e-01
8.4391661e+00	3.0915269e-01
8.4666557e+00	2.9995060e-01
8.4941444e+00	2.9064980e-01
8.5216341e+00	2.8125477e-01
8.5491228e+00	2.7177358e-01
8.5766125e+00	2.6221189e-01
8.6041012e+00	2.5257775e-01
8.6315908e+00	2.4287714e-01
8.6590796e+00	2.3311935e-01
8.6865692e+00	2.2331153e-01
8.7140579e+00	2.1346138e-01
8.7415466e+00	2.0357731e-01
8.7690363e+00	1.9366801e-01
8.7965250e+00	1.8374138e-01
8.8240147e+00	1.7380625e-01
8.8515034e+00	1.6387214e-01
8.8789930e+00	1.5394658e-01
8.9064817e+00	1.4403945e-01
8.9339714e+00	1.3415821e-01
8.9614601e+00	1.2431269e-01
8.9889498e+00	1.1451121e-01
9.0164385e+00	1.0476226e-01
9.0439272e+00	9.5074520e-02
9.0714169e+00	8.5455760e-02
9.0989056e+00	7.5915463e-02
9.1263952e+00	6.6460386e-02
9.1538839e+00	5.7099637e-02
9.1813736e+00	4.7839921e-02
9.2088623e+00	3.8690355e-02
9.2363520e+00	2.9656235e-02
9.2638407e+00	2.0746322e-02
9.2913303e+00	1.1966702e-02
9.3188190e+00	3.3246502e-03
9.3463078e+00	-5.1731947e-03
9.3737974e+00	-1.3522400e-02
9.4012861e+00	-2.1715049e-02
9.4287758e+00	-2.9746816e-02
9.4562645e+00	-3.7611507e-02
9.4837542e+00	-4.5305125e-02
9.5112429e+00	-5.2822195e-02
9.5387325e+00	-6.0159408e-02
9.5662212e+00	-6.7311786e-02
9.5937109e+00	-7.4276999e-02
9.6211996e+00	-8.1050880e-02
9.6486883e+00	-8.7631389e-02
9.6761780e+00	-9.4016202e-02
9.7036667e+00	-1.0020347e-01
9.7311563e+00	-1.0619226e-01
9.7586451e+00	-1.1198055e-01
9.7861347e+00	-1.1756891e-01
9.8136234e+00	-1.2295733e-01
9.8411131e+00	-1.2814562e-01
9.8686018e+00	-1.3313539e-01
9.8960915e+00	-1.3792777e-01
9.9235802e+00	-1.4252444e-01
9.9510689e+00	-1.4692833e-01
9.9785585e+00	-1.5114136e-01
1.0006047e+01	-1.5516692e-01
1.0033537e+01	-1.5900885e-01
1.0061026e+01	-1.6267037e-01
1.0088515e+01	-1.6615640e-01
1.0116004e+01	-1.6947085e-01
1.0143494e+01	-1.7261919e-01
1.0170982e+01	-1.7560604e-01
1.0198472e+01	-1.7843737e-01
1.0225961e+01	-1.8111856e-01
1.0253449e+01	-1.8365520e-01
1.0280939e+01	-1.8605424e-01
1.0308428e+01	-1.8832134e-01
1.0335917e+01	-1.9046356e-01
1.0363406e+01	-1.9248706e-01
1.0390896e+01	-1.9439885e-01
1.0418385e+01	-1.9620591e-01
1.0445874e+01	-1.9791546e-01
1.0473363e+01	-1.9953430e-01
1.0500853e+01	-2.0107046e-01
1.0528341e+01	-2.0253056e-01
1.0555830e+01	-2.0392217e-01
1.0583320e+01	-2.0525283e-01
1.0610808e+01	-2.0652980e-01
1.0638298e+01	-2.0776069e-01
1.0665787e+01	-2.0895290e-01
1.0693276e+01	-2.1011370e-01
1.0720765e+01	-2.1125016e-01
1.0748255e+01	-2.1236996e-01
1.0775743e+01	-2.1347913e-01
1.0803233e+01	-2.1458513e-01
1.0830722e+01	-2.1569480e-01
1.0858211e+01	-2.1681488e-01
1.0885700e+01	-2.1795118e-01
1.0913189e+01	-2.1911000e-01
1.0940679e+01	-2.2029711e-01
1.0968167e+01	-2.2151807e-01
1.0995657e+01	-2.2277825e-01
1.1023146e+01	-2.2408329e-01
1.1050635e+01	-2.2543672e-01
1.1078124e+01	-2.2684371e-01
1.1105614e+01	-2.2830848e-01
1.1133102e+01	-2.2983447e-01
1.1160591e+01	-2.3142506e-01
1.1188081e+01	-2.3308310e-01
1.1215569e+01	-2.3481277e-01
1.1243059e+01	-2.3661529e-01
1.1270548e+01	-2.3849221e-01
1.1298038e+01	-2.4044712e-01
1.1325526e+01	-2.4247961e-01
1.1353016e+01	-2.4459238e-01
1.1380505e+01	-2.4678549e-01
1.1407994e+01	-2.4905999e-01
1.1435483e+01	-2.5141579e-01
1.1462972e+01	-2.5385296e-01
1.1490461e+01	-2.5637114e-01
1.1517950e+01	-2.5896999e-01
1.1545440e+01	-2.6164854e-01
1.1572928e+01	-2.6440576e-01
1.1600418e+01	-2.6724029e-01
1.1627907e+01	-2.7015063e-01
1.1655396e+01	-2.7313513e-01
1.1682885e+01	-2.7619094e-01
1.1710375e+01	-2.7931708e-01
1.1737864e+01	-2.8251004e-01
1.1765352e+01	-2.8576782e-01
1.1792842e+01	-2.8908646e-01
1.1820331e+01	-2.9246446e-01
1.1847820e+01	-2.9589775e-01
1.1875309e+01	-2.9938257e-01
1.1902799e+01	-3.0291653e-01
1.1930287e+01	-3.0649534e-01
1.1957777e+01	-3.1011486e-01
1.1985266e+01	-3.1377256e-01
1.2012755e+01	-3.1746325e-01
1.2040244e+01	-3.2118365e-01
1.2067733e+01	-3.2492918e-01
1.2095222e+01	-3.2869607e-01
1.2122711e+01	-3.3248022e-01
1.2150201e+01	-3.3627748e-01
1.2177690e+01	-3.4008294e-01
1.2205179e+01	-3.4389383e-01
1.2232668e+01	-3.4770581e-01
1.2260158e+01	-3.5151303e-01
1.2287646e+01	-3.5531294e-01
1.2315136e+01	-3.5910133e-01
1.2342625e+01	-3.6287299e-01
1.2370113e+01	-3.6662513e-01
1.2397603e+01	-3.7035346e-01
1.2425092e+01	-3.7405381e-01
1.2452581e+01	-3.7772250e-01
1.2480070e+01	-3.8135576e-01
1.2507560e+01	-3.8494948e-01
1.2535048e+01	-3.8850060e-01
1.2562538e+01	-3.9200473e-01
1.2590027e+01	-3.9545846e-01
1.2617517e+01	-3.9885816e-01
1.2645005e+01	-4.0220106e-01
1.2672494e+01	-4.0548244e-01
1.2699984e+01	-4.0869996e-01
1.2727472e+01	-4.1184932e-01
1.2754962e+01	-4.1492784e-01
1.2782451e+01	-4.1793168e-01
1.2809940e+01	-4.2085814e-01
1.2837429e+01	-4.2370352e-01
1.2864919e+01	-4.2646438e-01
1.2892407e+01	-4.2913821e-01
1.2919897e+01	-4.3172041e-01
1.2947386e+01	-4.3420869e-01
1.2974874e+01	-4.3659982e-01
1.3002364e+01	-4.3889061e-01
1.3029853e+01	-4.4107789e-01
1.3057343e+01	-4.4315720e-01
1.3084831e+01	-4.4512716e-01
1.3112321e+01	-4.4698352e-01
1.3139810e+01	-4.4872230e-01
1.3167299e+01	-4.5034206e-01
1.3194788e+01	-4.5183727e-01
1.3222278e+01	-4.5320681e-01
1.3249766e+01	-4.5444578e-01
1.3277255e+01	-4.5555073e-01
1.3304745e+01	-4.5651951e-01
1.3332233e+01	-4.5734715e-01
1.3359723e+01	-4.5803106e-01
1.3387212e+01	-4.5856768e-01
1.3414701e+01	-4.5895335e-01
1.3442190e+01	-4.5918328e-01
1.3469680e+01	-4.5925593e-01
1.3497169e+01	-4.5916602e-01
1.3524658e+01	-4.5891073e-01
1.3552147e+01	-4.5848575e-01
1.3579636e+01	-4.5788801e-01
1.3607125e+01	-4.5711321e-01
1.3634614e+01	-4.5615765e-01
1.3662104e+01	-4.5501816e-01
1.3689592e+01	-4.5369065e-01
1.3717082e+01	-4.5217228e-01
1.3744571e+01	-4.5045838e-01
1.3772060e+01	-4.4854668e-01
1.3799549e+01	-4.4643310e-01
1.3827039e+01	-4.4411349e-01
1.3854527e+01	-4.4158593e-01
1.3882016e+01	-4.3884635e-01
1.3909506e+01	-4.3589345e-01
1.3936995e+01	-4.3272191e-01
1.3964484e+01	-4.2933109e-01
1.3991973e+01	-4.2571786e-01
1.4019463e+01	-4.2187962e-01
1.4046951e+01	-4.1781476e-01
1.4074441e+01	-4.1352192e-01
1.4101930e+01	-4.0899876e-01
1.4129419e+01	-4.0424371e-01
1.4156908e+01	-3.9925712e-01
1.4184397e+01	-3.9403716e-01
1.4211886e+01	-3.8858327e-01
1.4239375e+01	-3.8289618e-01
1.4266865e+01	-3.7697515e-01
1.4294353e+01	-3.7082177e-01
1.4321843e+01	-3.6443579e-01
1.4349332e+01	-3.5781920e-01
1.4376822e+01	-3.5097319e-01
1.4404310e+01	-3.4390017e-01
1.4431800e+01	-3.3660182e-01
1.4459289e+01	-3.2908151e-01
1.4486777e+01	-3.2134211e-01
1.4514267e+01	-3.1338713e-01
1.4541756e+01	-3.0522054e-01
1.4569245e+01	-2.9684666e-01
1.4596734e+01	-2.8827068e-01
1.4624224e+01	-2.7949652e-01
1.4651712e+01	-2.7053133e-01
1.4679202e+01	-2.6137993e-01
1.4706691e+01	-2.5204986e-01
1.4734180e+01	-2.4254623e-01
1.4761669e+01	-2.3287793e-01
1.4789158e+01	-2.2305183e-01
1.4816648e+01	-2.1307500e-01
1.4844136e+01	-2.0295753e-01
1.4871626e+01	-1.9270679e-01
1.4899115e+01	-1.8233281e-01
1.4926604e+01	-1.7184432e-01
1.4954093e+01	-1.6125236e-01
1.4981583e+01	-1.5056475e-01
1.5009071e+01	-1.3979509e-01
1.5036561e+01	-1.2895140e-01
1.5064050e+01	-1.1804644e-01
1.5091538e+01	-1.0709145e-01
1.5119028e+01	-9.6097581e-02
1.5146517e+01	-8.5077554e-02
1.5174006e+01	-7.4042313e-02
1.5201495e+01	-6.3005365e-02
1.5228985e+01	-5.1978122e-02
1.5256474e+01	-4.0974252e-02
1.5283963e+01	-3.0004974e-02
1.5311452e+01	-1.9084457e-02
1.5338942e+01	-8.2238130e-03
1.5366430e+01	2.5631590e-03
1.5393919e+01	1.3263541e-02
1.5421409e+01	2.3865722e-02
1.5448897e+01	3.4356039e-02
1.5476387e+01	4.4722944e-02
1.5503876e+01	5.4953597e-02
1.5531365e+01	6.5035842e-02
1.5558854e+01	7.4957222e-02
1.5586344e+01	8.4706672e-02
1.5613832e+01	9.4271302e-02
1.5641322e+01	1.0364127e-01
1.5668811e+01	1.1280511e-01
1.5696300e+01	1.2175115e-01
1.5723789e+01	1.3047069e-01
1.5751278e+01	1.3895226e-01
1.5778768e+01	1.4718705e-01
1.5806256e+01	1.5516588e-01
1.5833746e+01	1.6288014e-01
1.5861235e+01	1.7032151e-01
1.5888724e+01	1.7748183e-01
1.5916213e+01	1.8435483e-01
1.5943703e+01	1.9093348e-01
1.5971191e+01	1.9721183e-01
1.5998680e+01	2.0318434e-01
1.6026169e+01	2.0884570e-01
1.6053659e+01	2.1419224e-01
1.6081148e+01	2.1921962e-01
1.6108637e+01	2.2392508e-01
1.6136126e+01	2.2830535e-01
1.6163616e+01	2.3235981e-01
1.6191105e+01	2.3608610e-01
1.6218594e+01	2.3948373e-01
1.6246082e+01	2.4255319e-01
1.6273571e+01	2.4529564e-01
1.6301062e+01	2.4771060e-01
1.6328550e+01	2.4980132e-01
1.6356039e+01	2.5157049e-01
1.6383528e+01	2.5302041e-01
1.6411018e+01	2.5415578e-01
1.6438507e+01	2.5498053e-01
1.6465996e+01	2.5549987e-01
1.6493484e+01	2.5571978e-01
1.6520975e+01	2.5564587e-01
1.6548464e+01	2.5528547e-01
1.6575953e+01	2.5464642e-01
1.6603441e+01	2.5373578e-01
1.6630930e+01	2.5256234e-01
1.6658421e+01	2.5113490e-01
1.6685909e+01	2.4946249e-01
1.6713398e+01	2.4755611e-01
1.6740887e+01	2.4542542e-01
1.6768377e+01	2.4308057e-01
1.6795866e+01	2.4053311e-01
1.6823355e+01	2.3779503e-01
1.6850843e+01	2.3487762e-01
1.6878332e+01	2.3179299e-01
1.6905823e+01	2.2855355e-01
1.6933311e+01	2.2517194e-01
1.6960800e+01	2.2166143e-01
1.6988289e+01	2.1803461e-01
1.7015779e+01	2.1430393e-01
1.7043268e+01	2.1048462e-01
1.7070757e+01	2.0658819e-01
1.7098246e+01	2.0262864e-01
1.7125736e+01	1.9861937e-01
1.7153225e+01	1.9457303e-01
1.7180714e+01	1.9050404e-01
1.7208202e+01	1.8642585e-01
1.7235691e+01	1.8235029e-01
1.7263182e+01	1.7829061e-01
1.7290670e+01	1.7425987e-01
1.7318159e+01	1.7027247e-01
1.7345648e+01	1.6633809e-01
1.7373138e+01	1.6247071e-01
1.7400627e+01	1.5868200e-01
1.7428116e+01	1.5498380e-01
1.7455605e+01	1.5138662e-01
1.7483093e+01	1.4790279e-01
1.7510584e+01	1.4454235e-01
1.7538073e+01	1.4131558e-01
1.7565561e+01	1.3823394e-01
1.7593050e+01	1.3530439e-01
1.7620541e+01	1.3253707e-01
1.7648029e+01	1.2994164e-01
1.7675518e+01	1.2752569e-01
1.7703007e+01	1.2529750e-01
1.7730497e+01	1.2326351e-01
1.7757986e+01	1.2143118e-01
1.7785475e+01	1.1980759e-01
1.7812963e+01	1.1839700e-01
1.7840452e+01	1.1720588e-01
1.7867943e+01	1.1623885e-01
1.7895432e+01	1.1550126e-01
1.7922920e+01	1.1499563e-01
1.7950409e+01	1.1472652e-01
1.7977900e+01	1.1469559e-01
1.8005388e+01	1.1490670e-01
1.8032877e+01	1.1536042e-01
1.8060366e+01	1.1605867e-01
1.8087854e+01	1.1700213e-01
1.8115345e+01	1.1819214e-01
1.8142834e+01	1.1962685e-01
1.8170322e+01	1.2130668e-01
1.8197811e+01	1.2322981e-01
1.8225302e+01	1.2539461e-01
1.8252790e+01	1.2779932e-01
1.8280279e+01	1.3044105e-01
1.8307768e+01	1.3331673e-01
1.8335258e+01	1.3642326e-01
1.8362747e+01	1.3975492e-01
1.8390236e+01	1.4330970e-01
1.8417725e+01	1.4708105e-01
1.8445213e+01	1.5106483e-01
1.8472704e+01	1.5525454e-01
1.8500193e+01	1.5964499e-01
1.8527681e+01	1.6422817e-01
1.8555170e+01	1.6899991e-01
1.8582661e+01	1.7395218e-01
1.8610149e+01	1.7907713e-01
1.8637638e+01	1.8436761e-01
1.8665127e+01	1.8981595e-01
1.8692616e+01	1.9541435e-01
1.8720106e+01	2.0115417e-01
1.8747595e+01	2.0702673e-01
1.8775084e+01	2.1302399e-01
1.8802572e+01	2.1913739e-01
1.8830063e+01	2.2535692e-01
1.8857552e+01	2.3167516e-01
1.8885040e+01	2.3808138e-01
1.8912529e+01	2.4456733e-01
1.8940020e+01	2.5112411e-01
1.8967508e+01	2.5774071e-01
1.8994997e+01	2.6441029e-01
1.9022486e+01	2.7112177e-01
1.9049974e+01	2.7786544e-01
1.9077465e+01	2.8463367e-01
1.9104954e+01	2.9141602e-01
1.9132442e+01	2.9820248e-01
1.9159931e+01	3.0498517e-01
1.9187422e+01	3.1175333e-01
1.9214911e+01	3.1849843e-01
1.9242399e+01	3.2521009e-01
1.9269888e+01	3.3188117e-01
1.9297377e+01	3.3850041e-01
1.9324867e+01	3.4505969e-01
1.9352356e+01	3.5154894e-01
1.9379845e+01	3.5795948e-01
1.9407333e+01	3.6428353e-01
1.9434824e+01	3.7051108e-01
1.9462313e+01	3.7663373e-01
1.9489801e+01	3.8264295e-01
1.9517290e+01	3.8853127e-01
1.9544781e+01	3.9428836e-01
1.9572269e+01	3.9990741e-01
1.9599758e+01	4.0537947e-01
1.9627247e+01	4.1069797e-01
1.9654736e+01	4.1585431e-01
1.9682226e+01	4.2084071e-01
1.9709715e+01	4.2565024e-01
1.9737204e+01	4.3027446e-01
1.9764692e+01	4.3470916e-01
1.9792183e+01	4.3894461e-01
1.9819672e+01	4.4297558e-01
1.9847160e+01	4.4679499e-01
1.9874649e+01	4.5039651e-01
1.9902138e+01	4.5377448e-01
1.9929628e+01	4.5692214e-01
1.9957117e+01	4.5983416e-01
1.9984606e+01	4.6250510e-01
2.0012094e+01	4.6492979e-01
2.0039585e+01	4.6710217e-01
2.0067074e+01	4.6901792e-01
2.0094563e+01	4.7067171e-01
2.0122051e+01	4.7205982e-01
2.0149542e+01	4.7317609e-01
2.0177031e+01	4.7401839e-01
2.0204519e+01	4.7458193e-01
2.0232008e+01	4.7486225e-01
2.0259497e+01	4.7485575e-01
2.0286987e+01	4.7455990e-01
2.0314476e+01	4.7396952e-01
2.0341965e+01	4.7308385e-01
2.0369453e+01	4.7189796e-01
2.0396944e+01	4.7041056e-01
2.0424433e+01	4.6861792e-01
2.0451921e+01	4.6651936e-01
2.0479410e+01	4.6411166e-01
2.0506899e+01	4.6139297e-01
2.0534389e+01	4.5836219e-01
2.0561878e+01	4.5501789e-01
