# Export File Created with QBlade CE v2.0.9_beta windows on 07.09.2025 at 08:25:42
[Conditions_01: NREL_MIT_5MW_TLP]
Time [s]	NP Pitch Y_l [deg]
3.1887405e+00	5.2065693e-02
3.2162297e+00	5.1828042e-02
3.2437186e+00	5.1587023e-02
3.2712078e+00	5.1344085e-02
3.2986970e+00	5.1100470e-02
3.3261862e+00	5.0857466e-02
3.3536754e+00	5.0616682e-02
3.3811646e+00	5.0380155e-02
3.4086535e+00	5.0150223e-02
3.4361427e+00	4.9929190e-02
3.4636319e+00	4.9718909e-02
3.4911211e+00	4.9520433e-02
3.5186102e+00	4.9333863e-02
3.5460992e+00	4.9158365e-02
3.5735884e+00	4.8992414e-02
3.6010776e+00	4.8834085e-02
3.6285667e+00	4.8681337e-02
3.6560559e+00	4.8532054e-02
3.6835451e+00	4.8383925e-02
3.7110341e+00	4.8234213e-02
3.7385232e+00	4.8079628e-02
3.7660124e+00	4.7916386e-02
3.7935016e+00	4.7740396e-02
3.8209908e+00	4.7547583e-02
3.8484797e+00	4.7334187e-02
3.8759689e+00	4.7097079e-02
3.9034581e+00	4.6833932e-02
3.9309473e+00	4.6543323e-02
3.9584365e+00	4.6224650e-02
3.9859257e+00	4.5878023e-02
4.0134149e+00	4.5504209e-02
4.0409040e+00	4.5104656e-02
4.0683928e+00	4.4681542e-02
4.0958819e+00	4.4237778e-02
4.1233711e+00	4.3776914e-02
4.1508603e+00	4.3302990e-02
4.1783495e+00	4.2820316e-02
4.2058387e+00	4.2333253e-02
4.2333279e+00	4.1845933e-02
4.2608171e+00	4.1361988e-02
4.2883062e+00	4.0884316e-02
4.3157954e+00	4.0414952e-02
4.3432846e+00	3.9955121e-02
4.3707733e+00	3.9505392e-02
4.3982625e+00	3.9065942e-02
4.4257517e+00	3.8636684e-02
4.4532409e+00	3.8217310e-02
4.4807301e+00	3.7807174e-02
4.5082192e+00	3.7405174e-02
4.5357084e+00	3.7009735e-02
4.5631976e+00	3.6619015e-02
4.5906868e+00	3.6231212e-02
4.6181760e+00	3.5844818e-02
4.6456652e+00	3.5458758e-02
4.6731539e+00	3.5072409e-02
4.7006431e+00	3.4685522e-02
4.7281322e+00	3.4298088e-02
4.7556214e+00	3.3910215e-02
4.7831106e+00	3.3521928e-02
4.8105998e+00	3.3133078e-02
4.8380890e+00	3.2743283e-02
4.8655782e+00	3.2351997e-02
4.8930674e+00	3.1958666e-02
4.9205565e+00	3.1562909e-02
4.9480457e+00	3.1164698e-02
4.9755344e+00	3.0764297e-02
5.0030236e+00	3.0362112e-02
5.0305128e+00	2.9958468e-02
5.0580020e+00	2.9553425e-02
5.0854912e+00	2.9146764e-02
5.1129804e+00	2.8738068e-02
5.1404696e+00	2.8326923e-02
5.1679587e+00	2.7913177e-02
5.1954479e+00	2.7497150e-02
5.2229371e+00	2.7079847e-02
5.2504263e+00	2.6663106e-02
5.2779150e+00	2.6249580e-02
5.3054042e+00	2.5842544e-02
5.3328934e+00	2.5445517e-02
5.3603826e+00	2.5061835e-02
5.3878717e+00	2.4694318e-02
5.4153609e+00	2.4345154e-02
5.4428501e+00	2.4015924e-02
5.4703393e+00	2.3707656e-02
5.4978285e+00	2.3420813e-02
5.5253177e+00	2.3155171e-02
5.5528069e+00	2.2909718e-02
5.5802956e+00	2.2682574e-02
5.6077847e+00	2.2471052e-02
5.6352739e+00	2.2271771e-02
5.6627631e+00	2.2080855e-02
5.6902523e+00	2.1894166e-02
5.7177415e+00	2.1707533e-02
5.7452307e+00	2.1516953e-02
5.7727199e+00	2.1318683e-02
5.8002090e+00	2.1109214e-02
5.8276982e+00	2.0885104e-02
5.8551874e+00	2.0642800e-02
5.8826761e+00	2.0378567e-02
5.9101653e+00	2.0088609e-02
5.9376545e+00	1.9769294e-02
5.9651437e+00	1.9417370e-02
5.9926329e+00	1.9030089e-02
6.0201221e+00	1.8605201e-02
6.0476112e+00	1.8140892e-02
6.0751004e+00	1.7635787e-02
6.1025896e+00	1.7089080e-02
6.1300788e+00	1.6500767e-02
6.1575680e+00	1.5871840e-02
6.1850567e+00	1.5204286e-02
6.2125459e+00	1.4501012e-02
6.2400351e+00	1.3765729e-02
6.2675242e+00	1.3002899e-02
6.2950134e+00	1.2217703e-02
6.3225026e+00	1.1416000e-02
6.3499918e+00	1.0604226e-02
6.3774810e+00	9.7892862e-03
6.4049702e+00	8.9783752e-03
6.4324594e+00	8.1787426e-03
6.4599485e+00	7.3974216e-03
6.4874372e+00	6.6409563e-03
6.5149264e+00	5.9151491e-03
6.5424156e+00	5.2248347e-03
6.5699048e+00	4.5737433e-03
6.5973940e+00	3.9645378e-03
6.6248832e+00	3.3990408e-03
6.6523724e+00	2.8785302e-03
6.6798615e+00	2.4039284e-03
6.7073507e+00	1.9757580e-03
6.7348399e+00	1.5939180e-03
6.7623291e+00	1.2574523e-03
6.7898178e+00	9.6450333e-04
6.8173070e+00	7.1250944e-04
6.8447962e+00	4.9853692e-04
6.8722854e+00	3.1952781e-04
6.8997746e+00	1.7230042e-04
6.9272637e+00	5.3324435e-05
6.9547529e+00	-4.1542768e-05
6.9822421e+00	-1.1715466e-04
7.0097313e+00	-1.7893429e-04
7.0372205e+00	-2.3257706e-04
7.0647097e+00	-2.8375370e-04
7.0921984e+00	-3.3793453e-04
7.1196876e+00	-4.0036833e-04
7.1471767e+00	-4.7614728e-04
7.1746659e+00	-5.7022483e-04
7.2021551e+00	-6.8727328e-04
7.2296443e+00	-8.3135482e-04
7.2571335e+00	-1.0054884e-03
7.2846227e+00	-1.2112606e-03
7.3121119e+00	-1.4486016e-03
7.3396010e+00	-1.7157653e-03
7.3670902e+00	-2.0094537e-03
7.3945789e+00	-2.3250065e-03
7.4220681e+00	-2.6566368e-03
7.4495573e+00	-2.9977418e-03
7.4770465e+00	-3.3413151e-03
7.5045357e+00	-3.6803910e-03
7.5320249e+00	-4.0084128e-03
7.5595140e+00	-4.3194322e-03
7.5870032e+00	-4.6081054e-03
7.6144924e+00	-4.8695216e-03
7.6419816e+00	-5.0989687e-03
7.6694708e+00	-5.2917721e-03
7.6969595e+00	-5.4433304e-03
7.7244487e+00	-5.5493466e-03
7.7519379e+00	-5.6061167e-03
7.7794271e+00	-5.6107282e-03
7.8069162e+00	-5.5611082e-03
7.8344054e+00	-5.4559521e-03
7.8618946e+00	-5.2945921e-03
7.8893838e+00	-5.0768657e-03
7.9168730e+00	-4.8030214e-03
7.9443622e+00	-4.4737333e-03
7.9718513e+00	-4.0902263e-03
7.9993401e+00	-3.6544723e-03
8.0268297e+00	-3.1693382e-03
8.0543184e+00	-2.6386436e-03
8.0818081e+00	-2.0671105e-03
8.1092968e+00	-1.4602329e-03
8.1367855e+00	-8.2407345e-04
8.1642752e+00	-1.6501585e-04
8.1917639e+00	5.1048771e-04
8.2192535e+00	1.1961447e-03
8.2467422e+00	1.8860173e-03
8.2742319e+00	2.5746718e-03
8.3017206e+00	3.2572488e-03
8.3292103e+00	3.9294395e-03
8.3566990e+00	4.5874119e-03
8.3841887e+00	5.2277539e-03
8.4116774e+00	5.8474634e-03
8.4391661e+00	6.4439806e-03
8.4666557e+00	7.0152711e-03
8.4941444e+00	7.5599598e-03
8.5216341e+00	8.0775339e-03
8.5491228e+00	8.5685309e-03
8.5766125e+00	9.0345498e-03
8.6041012e+00	9.4781714e-03
8.6315908e+00	9.9028284e-03
8.6590796e+00	1.0312720e-02
8.6865692e+00	1.0712776e-02
8.7140579e+00	1.1108611e-02
8.7415466e+00	1.1506410e-02
8.7690363e+00	1.1912713e-02
8.7965250e+00	1.2334118e-02
8.8240147e+00	1.2776967e-02
8.8515034e+00	1.3247050e-02
8.8789930e+00	1.3749317e-02
8.9064817e+00	1.4287590e-02
8.9339714e+00	1.4864336e-02
8.9614601e+00	1.5480585e-02
8.9889498e+00	1.6136065e-02
9.0164385e+00	1.6829431e-02
9.0439272e+00	1.7558480e-02
9.0714169e+00	1.8320214e-02
9.0989056e+00	1.9110758e-02
9.1263952e+00	1.9925196e-02
9.1538839e+00	2.0757413e-02
9.1813736e+00	2.1600079e-02
9.2088623e+00	2.2444811e-02
9.2363520e+00	2.3282509e-02
9.2638407e+00	2.4103738e-02
9.2913303e+00	2.4899052e-02
9.3188190e+00	2.5659202e-02
9.3463078e+00	2.6375337e-02
9.3737974e+00	2.7039217e-02
9.4012861e+00	2.7643410e-02
9.4287758e+00	2.8181467e-02
9.4562645e+00	2.8647991e-02
9.4837542e+00	2.9038692e-02
9.5112429e+00	2.9350471e-02
9.5387325e+00	2.9581610e-02
9.5662212e+00	2.9732013e-02
9.5937109e+00	2.9803405e-02
9.6211996e+00	2.9799325e-02
9.6486883e+00	2.9724946e-02
9.6761780e+00	2.9586749e-02
9.7036667e+00	2.9392147e-02
9.7311563e+00	2.9149227e-02
9.7586451e+00	2.8866490e-02
9.7861347e+00	2.8552752e-02
9.8136234e+00	2.8216995e-02
9.8411131e+00	2.7868312e-02
9.8686018e+00	2.7515788e-02
9.8960915e+00	2.7168393e-02
9.9235802e+00	2.6834862e-02
